Subject,Artist,Attributed,Enjoyment
200,Human,Computer,8
201,Computer,Computer,4.7
201,Human,Human,3.5
201,Computer,Human,5.3
201,Human,Computer,3.6
202,Computer,Computer,4.4
202,Human,Human,4.6
202,Computer,Human,4.9
202,Human,Computer,5.2
203,Computer,Computer,8.2
203,Human,Human,8.5
203,Computer,Human,8.3
203,Human,Computer,8.1
204,Computer,Computer,3.7
204,Human,Human,3.8
204,Computer,Human,3.6
204,Human,Computer,4.1
205,Computer,Computer,7.3
205,Human,Human,7.6
205,Computer,Human,7.1
205,Human,Computer,7.4
206,Computer,Computer,7.2
206,Human,Human,8.4
206,Computer,Human,6.2
206,Human,Computer,8.3
207,Computer,Computer,5.7
207,Human,Human,4.9
207,Computer,Human,5.4
207,Human,Computer,7.3
208,Computer,Computer,3.5
208,Human,Human,6.8
208,Computer,Human,6.6
208,Human,Computer,6.1
209,Computer,Computer,6.4
209,Human,Human,8.7
209,Computer,Human,5.2
209,Human,Computer,6.7
210,Computer,Computer,3.7
210,Human,Human,5.4
210,Computer,Human,3.8
210,Human,Computer,5.4
211,Computer,Computer,3.3
211,Human,Human,6
211,Computer,Human,4.1
211,Human,Computer,5
212,Computer,Computer,3.9
212,Human,Human,4.3
212,Computer,Human,3.4
212,Human,Computer,4
213,Computer,Computer,6.3
213,Human,Human,7.8
213,Computer,Human,5.6
213,Human,Computer,6.8
214,Computer,Computer,5.1
214,Human,Human,5.6
214,Computer,Human,5.7
214,Human,Computer,5.4
215,Computer,Computer,2
215,Human,Human,4
215,Computer,Human,4.7
215,Human,Computer,4
216,Computer,Computer,3.5
216,Human,Human,6.7
216,Computer,Human,5.9
216,Human,Computer,7.1
217,Computer,Computer,6.3
217,Human,Human,6.9
217,Computer,Human,7
217,Human,Computer,6.7
218,Computer,Computer,5.2
218,Human,Human,7.2
218,Computer,Human,6.6
218,Human,Computer,7.6
219,Computer,Computer,5.7
219,Human,Human,5.7
219,Computer,Human,6.6
219,Human,Computer,6.9
220,Computer,Computer,6.2
220,Human,Human,6.7
220,Computer,Human,6.4
220,Human,Computer,5.3
221,Computer,Computer,0.3
221,Human,Human,8
221,Computer,Human,0.6
221,Human,Computer,5.5
222,Computer,Computer,3.2
222,Human,Human,6.1
222,Computer,Human,3.9
222,Human,Computer,5.1
223,Computer,Computer,6.3
223,Human,Human,5.6
223,Computer,Human,6.4
223,Human,Computer,6.1
224,Computer,Computer,4.1
224,Human,Human,6.2
224,Computer,Human,4
224,Human,Computer,6.8
225,Computer,Computer,3.4
225,Human,Human,6.8
225,Computer,Human,5.5
225,Human,Computer,7.3
226,Computer,Computer,5.3
226,Human,Human,8
226,Computer,Human,7.5
226,Human,Computer,4.2
227,Computer,Computer,6
227,Human,Human,6.7
227,Computer,Human,6.2
227,Human,Computer,6
228,Computer,Computer,4.2
228,Human,Human,5.6
228,Computer,Human,5.3
228,Human,Computer,5.2
229,Computer,Computer,5.4
229,Human,Human,6
229,Computer,Human,4.9
229,Human,Computer,5.1
230,Computer,Computer,5.6
230,Human,Human,6.7
230,Computer,Human,5
230,Human,Computer,7.3
231,Computer,Computer,4.2
231,Human,Human,7.4
231,Computer,Human,5.4
231,Human,Computer,6.5
232,Computer,Computer,4
232,Human,Human,7.1
232,Computer,Human,4
232,Human,Computer,5.2
233,Computer,Computer,5
233,Human,Human,6.7
233,Computer,Human,5.7
233,Human,Computer,6.4
234,Computer,Computer,3.2
234,Human,Human,5.9
234,Computer,Human,5.4
234,Human,Computer,5.9
235,Computer,Computer,7.6
235,Human,Human,8.8
235,Computer,Human,7.1
235,Human,Computer,7.9
236,Computer,Computer,4.6
236,Human,Human,6.2
236,Computer,Human,4.9
236,Human,Computer,6.3
237,Computer,Computer,5.1
237,Human,Human,9.5
237,Computer,Human,5.4
237,Human,Computer,7.6
238,Computer,Computer,4.6
238,Human,Human,8.1
238,Computer,Human,5.1
238,Human,Computer,5.8
239,Computer,Computer,3.1
239,Human,Human,4.5
239,Computer,Human,5.1
239,Human,Computer,6
240,Computer,Computer,6.5
240,Human,Human,6.8
240,Computer,Human,5.2
240,Human,Computer,7.4
241,Computer,Computer,6
241,Human,Human,7.2
241,Computer,Human,7.5
241,Human,Computer,3.6
242,Computer,Computer,5
242,Human,Human,5.6
242,Computer,Human,6.2
242,Human,Computer,6.1
243,Computer,Computer,5
243,Human,Human,5
243,Computer,Human,5.1
243,Human,Computer,5.9
244,Computer,Computer,3.2
244,Human,Human,7.6
244,Computer,Human,3.1
244,Human,Computer,4.1
245,Computer,Computer,6.3
245,Human,Human,7.9
245,Computer,Human,5.9
245,Human,Computer,6.7
246,Computer,Computer,2.5
246,Human,Human,5.7
246,Computer,Human,6.3
246,Human,Computer,7.3
247,Computer,Computer,2.3
247,Human,Human,3.3
247,Computer,Human,2.2
247,Human,Computer,2.9
248,Computer,Computer,2.5
248,Human,Human,3.6
248,Computer,Human,3.7
248,Human,Computer,3.5
249,Computer,Computer,7.3
249,Human,Human,7.7
249,Computer,Human,7.5
249,Human,Computer,6.8
250,Computer,Computer,2.8
250,Human,Human,5.2
250,Computer,Human,2.9
250,Human,Computer,4.1
251,Computer,Computer,3.1
251,Human,Human,4.4
251,Computer,Human,3.5
251,Human,Computer,4.6
252,Computer,Computer,7.8
252,Human,Human,6.6
252,Computer,Human,5.8
252,Human,Computer,8.1
253,Computer,Computer,4.9
253,Human,Human,7
253,Computer,Human,5.2
253,Human,Computer,5.2
254,Computer,Computer,6.2
254,Human,Human,6.6
254,Computer,Human,7.5
254,Human,Computer,7.5
255,Computer,Computer,4.4
255,Human,Human,6.6
255,Computer,Human,5.3
255,Human,Computer,5.5
256,Computer,Computer,2.9
256,Human,Human,3.7
256,Computer,Human,3.7
256,Human,Computer,4.6
257,Computer,Computer,4.9
257,Human,Human,5.2
257,Computer,Human,5.5
257,Human,Computer,7.1
258,Computer,Computer,8.4
258,Human,Human,9
258,Computer,Human,8
258,Human,Computer,8.8
259,Computer,Computer,2.8
259,Human,Human,5.7
259,Computer,Human,5
259,Human,Computer,4.9
260,Computer,Computer,5.9
260,Human,Human,8.1
260,Computer,Human,5.1
260,Human,Computer,7.1
261,Computer,Computer,4.6
261,Human,Human,5.2
261,Computer,Human,5.7
261,Human,Computer,6.9
262,Computer,Computer,5.3
262,Human,Human,5.7
262,Computer,Human,6
262,Human,Computer,5.6
263,Computer,Computer,4.9
263,Human,Human,5.7
263,Computer,Human,4.7
263,Human,Computer,4.8
264,Computer,Computer,7.1
264,Human,Human,9.7
264,Computer,Human,7.9
264,Human,Computer,6.6
265,Computer,Computer,6
265,Human,Human,5.6
265,Computer,Human,6.6
265,Human,Computer,7.1
266,Computer,Computer,5.5
266,Human,Human,6.8
266,Computer,Human,5.9
266,Human,Computer,7.1
267,Computer,Computer,5.5
267,Human,Human,7.1
267,Computer,Human,5.9
267,Human,Computer,6.2
268,Computer,Computer,3.2
268,Human,Human,5.6
268,Computer,Human,6.5
268,Human,Computer,7.8
269,Computer,Computer,5.5
269,Human,Human,6.8
269,Computer,Human,5.8
269,Human,Computer,3.8
270,Computer,Computer,5.4
270,Human,Human,6.2
270,Computer,Human,6
270,Human,Computer,5.6
271,Computer,Computer,2.3
271,Human,Human,4.9
271,Computer,Human,4.1
271,Human,Computer,4.4
272,Computer,Computer,3
272,Human,Human,5.9
272,Computer,Human,3.7
272,Human,Computer,5.2
273,Computer,Computer,5.3
273,Human,Human,5.7
273,Computer,Human,5.8
273,Human,Computer,6.3
274,Computer,Computer,7.2
274,Human,Human,7.1
274,Computer,Human,5.4
274,Human,Computer,6.4
275,Computer,Computer,6.7
275,Human,Human,7.6
275,Computer,Human,6.9
275,Human,Computer,6.7
276,Computer,Computer,6.7
276,Human,Human,6.5
276,Computer,Human,5.7
276,Human,Computer,6.9
277,Computer,Computer,5.5
277,Human,Human,6.4
277,Computer,Human,7.6
277,Human,Computer,5.7
278,Computer,Computer,3.7
278,Human,Human,6.6
278,Computer,Human,2.4
278,Human,Computer,8.1
279,Computer,Computer,5.1
279,Human,Human,7.2
279,Computer,Human,6
279,Human,Computer,6.3
280,Computer,Computer,5.2
280,Human,Human,8
280,Computer,Human,5.4
280,Human,Computer,7.4
281,Computer,Computer,2.5
281,Human,Human,4
281,Computer,Human,3.2
281,Human,Computer,4.7
282,Computer,Computer,3.9
282,Human,Human,6.2
282,Computer,Human,4.4
282,Human,Computer,5.1
283,Computer,Computer,5.2
283,Human,Human,4.7
283,Computer,Human,5.8
283,Human,Computer,6.7
284,Computer,Computer,5.3
284,Human,Human,6.5
284,Computer,Human,5.3
284,Human,Computer,6
285,Computer,Computer,4.5
285,Human,Human,5.2
285,Computer,Human,5.7
285,Human,Computer,5.4
286,Computer,Computer,5.4
286,Human,Human,6.1
286,Computer,Human,6
286,Human,Computer,7.4
287,Computer,Computer,3.1
287,Human,Human,6.9
287,Computer,Human,5.4
287,Human,Computer,6.1
288,Computer,Computer,2.5
288,Human,Human,4.7
288,Computer,Human,3.6
288,Human,Computer,3.7
289,Computer,Computer,4.8
289,Human,Human,8.1
289,Computer,Human,5.8
289,Human,Computer,5.9
290,Computer,Computer,4.5
290,Human,Human,3.8
290,Computer,Human,5.6
290,Human,Computer,4.8
291,Computer,Computer,2.9
291,Human,Human,5.8
291,Computer,Human,4.1
291,Human,Computer,5.8
292,Computer,Computer,6.1
292,Human,Human,7.9
292,Computer,Human,5.5
292,Human,Computer,7.5
293,Computer,Computer,3.8
293,Human,Human,7.5
293,Computer,Human,3.9
293,Human,Computer,6.5
294,Computer,Computer,6.8
294,Human,Human,8.6
294,Computer,Human,7
294,Human,Computer,8.3
295,Computer,Computer,5.5
295,Human,Human,4.9
295,Computer,Human,6
295,Human,Computer,4.2
296,Computer,Computer,3.1
296,Human,Human,4.6
296,Computer,Human,5
296,Human,Computer,5.6
297,Computer,Computer,7
297,Human,Human,6.9
297,Computer,Human,6.2
297,Human,Computer,8.4
298,Computer,Computer,5.2
298,Human,Human,4.3
298,Computer,Human,4.1
298,Human,Computer,7.3
299,Computer,Computer,6
299,Human,Human,7.4
299,Computer,Human,6
299,Human,Computer,7.7
300,Computer,Computer,6.7
300,Human,Human,8.4
300,Computer,Human,6.4
300,Human,Computer,5.8
301,Computer,Computer,5.9
301,Human,Human,7.3
301,Computer,Human,4.5
301,Human,Computer,7.7
302,Computer,Computer,5.2
302,Human,Human,4.6
302,Computer,Human,6.2
302,Human,Computer,6.6
303,Computer,Computer,4.7
303,Human,Human,6.2
303,Computer,Human,5.1
303,Human,Computer,5.9
304,Computer,Computer,4.7
304,Human,Human,5.7
304,Computer,Human,6.3
304,Human,Computer,6.4
305,Computer,Computer,3
305,Human,Human,5.8
305,Computer,Human,3.9
305,Human,Computer,5.6
306,Computer,Computer,7.1
306,Human,Human,8.1
306,Computer,Human,5.5
306,Human,Computer,7.7
307,Computer,Computer,4.4
307,Human,Human,5.7
307,Computer,Human,5.4
307,Human,Computer,6.4
308,Computer,Computer,5.1
308,Human,Human,5.6
308,Computer,Human,3.6
308,Human,Computer,3.3
309,Computer,Computer,6.1
309,Human,Human,5.7
309,Computer,Human,6.8
309,Human,Computer,6.9
310,Computer,Computer,4.6
310,Human,Human,6.1
310,Computer,Human,5.5
310,Human,Computer,7.6
311,Computer,Computer,5.8
311,Human,Human,6.3
311,Computer,Human,6
311,Human,Computer,6.1
312,Computer,Computer,3.5
312,Human,Human,7.2
312,Computer,Human,6.4
312,Human,Computer,5.9
313,Computer,Computer,5
313,Human,Human,6.2
313,Computer,Human,4.2
313,Human,Computer,5.8
314,Computer,Computer,4.7
314,Human,Human,5.2
314,Computer,Human,4.3
314,Human,Computer,4.9
315,Computer,Computer,6.6
315,Human,Human,7.6
315,Computer,Human,5.1
315,Human,Computer,8.9
316,Computer,Computer,3.2
316,Human,Human,4.9
316,Computer,Human,2.8
316,Human,Computer,4.7
317,Computer,Computer,3.5
317,Human,Human,3.5
317,Computer,Human,3.6
317,Human,Computer,3.6
318,Computer,Computer,4.1
318,Human,Human,4.5
318,Computer,Human,6.1
318,Human,Computer,5.5
319,Computer,Computer,4.8
319,Human,Human,5.4
319,Computer,Human,7.2
319,Human,Computer,5.4
320,Computer,Computer,3
320,Human,Human,4.1
320,Computer,Human,4.4
320,Human,Computer,3.4
321,Computer,Computer,4.1
321,Human,Human,6
321,Computer,Human,5.9
321,Human,Computer,4.5
322,Computer,Computer,5.7
322,Human,Human,7.5
322,Computer,Human,6
322,Human,Computer,6.3
323,Computer,Computer,7
323,Human,Human,8.2
323,Computer,Human,6.7
323,Human,Computer,8.2
324,Computer,Computer,8.4
324,Human,Human,9.4
324,Computer,Human,9.4
324,Human,Computer,8.3
325,Computer,Computer,4.8
325,Human,Human,7.8
325,Computer,Human,8
325,Human,Computer,6.3
326,Computer,Computer,5.7
326,Human,Human,7
326,Computer,Human,6.2
326,Human,Computer,6.4
327,Computer,Computer,5.9
327,Human,Human,7.1
327,Computer,Human,5.9
327,Human,Computer,6.7
328,Computer,Computer,3.3
328,Human,Human,5.7
328,Computer,Human,2.9
328,Human,Computer,6.1
329,Computer,Computer,3.8
329,Human,Human,4.9
329,Computer,Human,4
329,Human,Computer,4.8
330,Computer,Computer,5.3
330,Human,Human,6.1
330,Computer,Human,5.1
330,Human,Computer,6.7
331,Computer,Computer,3.6
331,Human,Human,5.2
331,Computer,Human,5.4
331,Human,Computer,5.3
332,Computer,Computer,2.4
332,Human,Human,4.1
332,Computer,Human,4
332,Human,Computer,2
333,Computer,Computer,3.4
333,Human,Human,6.5
333,Computer,Human,6
333,Human,Computer,6.4
334,Computer,Computer,8.9
334,Human,Human,9.4
334,Computer,Human,7.6
334,Human,Computer,8.7
335,Computer,Computer,6.9
335,Human,Human,8.1
335,Computer,Human,6.8
335,Human,Computer,7.7
336,Computer,Computer,6.1
336,Human,Human,5.8
336,Computer,Human,4.7
336,Human,Computer,6.9
337,Computer,Computer,5.9
337,Human,Human,6.3
337,Computer,Human,5.9
337,Human,Computer,6.1
338,Computer,Computer,6.7
338,Human,Human,6.8
338,Computer,Human,5.9
338,Human,Computer,6.4
339,Computer,Computer,5.4
339,Human,Human,4.9
339,Computer,Human,6.1
339,Human,Computer,6.4
340,Computer,Computer,2.7
340,Human,Human,5.9
340,Computer,Human,6.2
340,Human,Computer,7
341,Computer,Computer,4.5
341,Human,Human,6.8
341,Computer,Human,4.4
341,Human,Computer,6.9
342,Computer,Computer,6.4
342,Human,Human,7.7
342,Computer,Human,7.7
342,Human,Computer,7.5
343,Computer,Computer,8
343,Human,Human,9.2
343,Computer,Human,5.1
343,Human,Computer,8.4
344,Computer,Computer,6.6
344,Human,Human,6.4
344,Computer,Human,4.5
344,Human,Computer,6.6
345,Computer,Computer,5.1
345,Human,Human,6
345,Computer,Human,7.5
345,Human,Computer,5.8
346,Computer,Computer,3.9
346,Human,Human,4.8
346,Computer,Human,4
346,Human,Computer,3.7
347,Computer,Computer,5.7
347,Human,Human,7.9
347,Computer,Human,6.1
347,Human,Computer,5.6
348,Computer,Computer,1.4
348,Human,Human,6.3
348,Computer,Human,4.2
348,Human,Computer,3.1
349,Computer,Computer,5.5
349,Human,Human,5.7
349,Computer,Human,4.6
349,Human,Computer,5
350,Computer,Computer,3.8
350,Human,Human,6.9
350,Computer,Human,5
350,Human,Computer,5.7
351,Computer,Computer,3.9
351,Human,Human,7.5
351,Computer,Human,5.1
351,Human,Computer,4.7
352,Computer,Computer,6
352,Human,Human,7.2
352,Computer,Human,6.4
352,Human,Computer,6.4
353,Computer,Computer,6.6
353,Human,Human,4.9
353,Computer,Human,7.2
353,Human,Computer,6.7
354,Computer,Computer,4.6
354,Human,Human,7.6
354,Computer,Human,6.1
354,Human,Computer,5.8
355,Computer,Computer,5.2
355,Human,Human,6.5
355,Computer,Human,4.7
355,Human,Computer,7.1
356,Computer,Computer,6.4
356,Human,Human,8.1
356,Computer,Human,5.8
356,Human,Computer,7.7
357,Computer,Computer,4.8
357,Human,Human,5.4
357,Computer,Human,4.4
357,Human,Computer,4.4
358,Computer,Computer,3.9
358,Human,Human,4.4
358,Computer,Human,1.3
358,Human,Computer,5.5
359,Computer,Computer,4.8
359,Human,Human,7
359,Computer,Human,6.8
359,Human,Computer,7
360,Computer,Computer,6.3
360,Human,Human,6.8
360,Computer,Human,6.4
360,Human,Computer,7.3
361,Computer,Computer,3.6
361,Human,Human,5.4
361,Computer,Human,4
361,Human,Computer,5.6
362,Computer,Computer,4.6
362,Human,Human,4
362,Computer,Human,6.7
362,Human,Computer,6.3
363,Computer,Computer,3.1
363,Human,Human,5.5
363,Computer,Human,5.3
363,Human,Computer,4.5
364,Computer,Computer,6.6
364,Human,Human,7.2
364,Computer,Human,7.3
364,Human,Computer,7.7
365,Computer,Computer,4.6
365,Human,Human,7.1
365,Computer,Human,7
365,Human,Computer,7.5
366,Computer,Computer,1
366,Human,Human,5
366,Computer,Human,1.7
366,Human,Computer,6.5
367,Computer,Computer,4.4
367,Human,Human,7.9
367,Computer,Human,7
367,Human,Computer,7.1
368,Computer,Computer,5.5
368,Human,Human,6.9
368,Computer,Human,6.4
368,Human,Computer,5.9
369,Computer,Computer,6.3
369,Human,Human,7.3
369,Computer,Human,6.9
369,Human,Computer,7.2
370,Computer,Computer,6
370,Human,Human,6.6
370,Computer,Human,4.7
370,Human,Computer,4.6
371,Computer,Computer,6.6
371,Human,Human,7.1
371,Computer,Human,5.1
371,Human,Computer,5.8
372,Computer,Computer,3.1
372,Human,Human,5.3
372,Computer,Human,4.6
372,Human,Computer,3.8
373,Computer,Computer,5.3
373,Human,Human,7
373,Computer,Human,6.6
373,Human,Computer,7.5
374,Computer,Computer,6.5
374,Human,Human,7.2
374,Computer,Human,6.4
374,Human,Computer,8.1
375,Computer,Computer,5
375,Human,Human,7.8
375,Computer,Human,4.9
375,Human,Computer,5
376,Computer,Computer,3
376,Human,Human,2
376,Computer,Human,2.5
376,Human,Computer,2.1
377,Computer,Computer,4.7
377,Human,Human,6.4
377,Computer,Human,6.3
377,Human,Computer,5.8
378,Computer,Computer,5.7
378,Human,Human,7.6
378,Computer,Human,5.6
378,Human,Computer,6.4
379,Computer,Computer,5.7
379,Human,Human,7.5
379,Computer,Human,6
379,Human,Computer,7.2
380,Computer,Computer,6
380,Human,Human,4.7
380,Computer,Human,5.5
380,Human,Computer,5.1
381,Computer,Computer,0
381,Human,Human,0
381,Computer,Human,0
381,Human,Computer,0
382,Computer,Computer,5
382,Human,Human,6.3
382,Computer,Human,6.9
382,Human,Computer,6.1
383,Computer,Computer,6.9
383,Human,Human,7.7
383,Computer,Human,8.2
383,Human,Computer,7
384,Computer,Computer,2.8
384,Human,Human,7.6
384,Computer,Human,3.1
384,Human,Computer,7.3
385,Computer,Computer,8.4
385,Human,Human,9
385,Computer,Human,8.5
385,Human,Computer,8.6
386,Computer,Computer,5.9
386,Human,Human,7
386,Computer,Human,7
386,Human,Computer,5.7
387,Computer,Computer,6.9
387,Human,Human,6.2
387,Computer,Human,7
387,Human,Computer,6.9
388,Computer,Computer,6.4
388,Human,Human,7.4
388,Computer,Human,5.8
388,Human,Computer,6.2
389,Computer,Computer,5.6
389,Human,Human,3.1
389,Computer,Human,3.8
389,Human,Computer,3.2
390,Computer,Computer,0.4
390,Human,Human,0.3
390,Computer,Human,1
390,Human,Computer,2.4
391,Computer,Computer,4.8
391,Human,Human,7
391,Computer,Human,5.6
391,Human,Computer,6.1
392,Computer,Computer,3.4
392,Human,Human,3.1
392,Computer,Human,4
392,Human,Computer,5.3
393,Computer,Computer,5.9
393,Human,Human,5.9
393,Computer,Human,7
393,Human,Computer,5.6
394,Computer,Computer,2
394,Human,Human,3.7
394,Computer,Human,4.6
394,Human,Computer,3.5
395,Computer,Computer,2.7
395,Human,Human,6.1
395,Computer,Human,5
395,Human,Computer,6.4
396,Computer,Computer,6.1
396,Human,Human,7.4
396,Computer,Human,6.1
396,Human,Computer,7.3